Name,RA,DEC,zlens,zsource,R_Ein(arcsec),"maglens,i","magsource,i",Lens type,Discovery,Grade,References,unknown,Paper
021951-032216,34.966255,-3.371295,-99,-99,0.58,-99,-99,19.25,-99,GG,V,C,SuGOHI6
021951-045043,34.9639,-4.8455,0.332,-99,0.34,0.99,-99,18.8,24.6,CG,V,C,SuGOHI5
021953+024707,34.9728,2.7854,-99,-99,0.28,-99,-99,-99,-99,CG,V,C,SuGOHI5
021953-040640,34.9712,-4.1112,-99,-99,0.79,1.48,-99,21.38,24.75,CG,V,C,SuGOHI5
021956-052759,34.9851,-5.4664,0.285,-99,0.29,1.36,-99,19.6,23.11,CG,VK,A,SuGOHI5 More et al. 2012 More et al. 2016
022008-034852,35.035636,-3.814587,-99,-99,0.3,-99,-99,17.69,-99,GG,VY,C,SuGOHI6
022012-025843,35.050212,-2.978831,-99,-99,0.8,-99,-99,20.7,-99,GG,V,C,SuGOHI6
022019-021107,35.082128,-2.185517,-99,-99,1.17,-99,-99,22.03,-99,GG,V,C,SuGOHI6
022025-060128,35.104706,-6.024663,-99,-99,0.95,-99,-99,21.39,-99,GG,V,C,SuGOHI6
022032+002803,35.1374,0.4675,0.272,-99,0.25,-99,-99,-99,-99,CG,V,C,SuGOHI5
022040-052056,35.167639,-5.348907,-99,-99,-99,-99,0.96,-99,-99,GQ,C,C,SuGOHI4
022042-022200,35.176705,-2.366798,0.546,-99,-99,-99,-99,18.9,22.77,CG,YV,B,SuGOHI1 SuGOHI5 SuGOHI6
022043-025222,35.182687,-2.872794,-99,-99,0.46,-99,-99,19.47,-99,GG,V,C,SuGOHI6
022043-032640,35.181198,-3.444632,-99,-99,0.84,-99,-99,21.11,-99,GG,VY,C,SuGOHI6
022045-032559,35.1895,-3.4332,0.328,-99,0.31,-99,-99,17.82,-99,CG,V,C,SuGOHI5 SuGOHI6
022046-043720,35.194447,-4.622251,0.635,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
022056-020533,35.2344,-2.0926,-99,-99,0.47,0.87,-99,19.29,23.46,CG,V,C,SuGOHI5 SuGOHI6
022059-045554,35.249349,-4.931855,-99,-99,-99,-99,1.02,-99,-99,GQ,C,C,SuGOHI4
022104-021936,35.27011,-2.326804,-99,-99,0.45,-99,-99,19.28,-99,GG,V,C,SuGOHI6
022123-021810,35.347868,-2.302779,-99,-99,0.79,-99,-99,21.08,-99,GG,V,C,SuGOHI6
022127-063543,35.363802,-6.595306,0.594,-99,-99,-99,-99,18.84,21.83,GG,Y,C,SuGOHI1
022134-042440,35.394,-4.4111,1.426,-99,0.58,2.83,-99,19.77,20.37,CG,V,C,SuGOHI5
022140-021020,35.417204,-2.172249,0.708,-99,-99,-99,-99,19.4,22.01,GG,Y,B,SuGOHI1 DES
022151-064732,35.463238,-6.792426,0.617,-99,-99,-99,-99,18.61,22.1,CG,YVK,A,SuGOHI1 More et al. 2012 SuGOHI6 More et al. 2016
022157-023309,35.489826,-2.552629,0.604,-99,-99,-99,-99,20.36,21.46,GG,Y,C,SuGOHI1
022222-022211,35.5935,-2.369833,-99,-99,-99,-99,-99,22.16,-99,CG,SV,A,SuGOHI5
022245-050659,35.688171,-5.116434,-99,-99,-99,-99,0.81,-99,-99,GQ,C,C,SuGOHI4
022259-025827,35.7482,-2.9742,-99,-99,0.46,0.57,-99,20.11,19.86,CG,V,B,SuGOHI5
022302-031049,35.75934,-3.180554,-99,-99,0.6,-99,-99,19.52,-99,GG,V,C,SuGOHI6
022307-052757,35.782078,-5.466038,0.496,-99,-99,-99,-99,19.6,22.9,GG,Y,C,SuGOHI1 DECaLS
022315-062906,35.814099,-6.485053,0.506,-99,-99,-99,-99,19.09,22.25,CG,YVK,A,SuGOHI1 More et al. 2012 SuGOHI5 More et al. 2016
022318-030345,35.825528,-3.062739,0.427,-99,-99,-99,-99,19.01,22.4,GG,Y,C,SuGOHI1
022334+010635,35.8938,1.1099,0.362,-99,0.34,-99,-99,-99,-99,CG,V,C,SuGOHI5
022334-030440,35.895639,-3.077966,-99,-99,0.68,-99,-99,19.5,-99,GG,VY,C,SuGOHI6
022346-053418,35.942272,-5.571803,0.499,1.444,-99,-99,1.22,18.7,-99,GG,KV,A,SL2S Gavazzi et al. 2014 SuGOHI3 SuGOHI5
022357-064616,35.991158,-6.771207,0.47,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
022400-034626,36.0038,-3.7738,-99,-99,0.95,1.26,-99,21.41,22.61,CG,VK,A,SuGOHI5 More et al. 2012 SuGOHI6 More et al. 2016
022410-033605,36.043196,-3.601476,0.613,-99,-99,-99,-99,19.23,22.06,CG,YV,A,SuGOHI1 SuGOHI5
022415-034430,36.063791,-3.741703,0.536,-99,-99,-99,-99,18.48,21.78,GG,YV,C,SuGOHI1 SuGOHI5 SuGOHI6
022422-014946,36.093066,-1.829576,-99,-99,0.61,-99,-99,19.21,-99,GG,VY,B,SuGOHI6
022426-033733,36.110815,-3.625922,0.611,-99,-99,-99,-99,19.45,23.74,GG,Y,C,SuGOHI1
022428-051231,36.119458,-5.20867,0.498,-99,-99,-99,-99,18.68,22.61,GG,Y,C,SuGOHI1
022450-021505,36.20964,-2.251499,-99,-99,0.74,-99,-99,20.27,-99,GG,V,C,SuGOHI6
022456-034831,36.2374,-3.8087,-99,-99,0.61,1.68,-99,21.18,20.88,CG,V,C,SuGOHI5
022511-045433,36.296005,-4.9093,0.238,1.2,-99,-99,1.76,16.81,-99,CG,KC,A,SL2S More et al. 2012 SuGOHI4 More et al. 2016
022531-041233,36.3797,-4.2091,0.773,-99,0.68,0.86,-99,21.85,24.09,CG,V,C,SuGOHI5 DECaLS
022533-053204,36.3888,-5.5346,0.566,-99,0.58,-99,-99,19.32,-99,CG,VK,A,SuGOHI5 More et al. 2016 SuGOHI6 More et al. 2016
022536-041517,36.403019,-4.254967,0.556,-99,-99,-99,-99,19.13,21.87,GG,Y,C,SuGOHI1 DECaLS Gavazzi et al. 2014
022545-023618,36.439815,-2.605061,-99,-99,1.03,-99,-99,21.27,-99,GG,V,C,SuGOHI6
022610-042011,36.544397,-4.336562,0.496,-99,-99,-99,1.19,18.57,22.52,GG,YK,A,SuGOHI1 SL2S SuGOHI3
022613-044018,36.557581,-4.671795,0.62,-99,-99,-99,-99,19.55,22.47,GG,YC,C,SuGOHI1
022622-042521,36.59273,-4.422687,1.119,2.14,-99,-99,0.81,-99,-99,GQ,C,B,SuGOHI4
022629-024048,36.6241,-2.68,0.297,-99,0.3,-99,-99,18.21,-99,CG,V,C,SuGOHI5
022632-044547,36.636787,-4.763081,-99,-99,-99,-99,0.66,-99,-99,GQ,C,C,SuGOHI4
022644-061438,36.68425,-6.24393,-99,-99,0.81,-99,-99,20.43,-99,GG,V,C,SuGOHI6
022704-030722,36.769997,-3.122968,-99,-99,1.11,-99,-99,22.16,-99,GG,V,C,SuGOHI6
022726-022152,36.860584,-2.364474,0.365,-99,-99,-99,-99,17.41,21.47,GG,Y,C,SuGOHI1
022736-021152,36.9,-2.1978,-99,-99,0.66,1.14,-99,20.33,24.17,CG,V,C,SuGOHI5
022802-021201,37.0122,-2.2004,0.206,-99,0.23,-99,-99,17.21,-99,CG,V,B,SuGOHI5
022805-051733,37.0235,-5.2926,-99,-99,0.34,0.94,-99,20.07,20.89,CG,VK,A,SuGOHI5 More et al. 2016 DECaLS More et al. 2016
022834-055948,37.142012,-5.996838,-99,-99,0.72,-99,-99,20.11,-99,GG,VY,C,SuGOHI6
022840-041844,37.166964,-4.312274,-99,-99,0.45,-99,-99,19.35,-99,GG,V,C,SuGOHI6
022841-050005,37.17301,-5.001398,-99,-99,-99,-99,0.73,-99,-99,GQ,C,C,SuGOHI4
022841-061728,37.1721,-6.2913,-99,-99,0.73,-99,-99,20.28,-99,GG,V,B,SuGOHI5 Gavazzi et al. 2014 SuGOHI6
022843-051744,37.181711,-5.295705,0.379,-99,-99,-99,-99,18.06,23.05,GG,Y,C,SuGOHI1
022849-023732,37.205,-2.6256,-99,-99,0.43,1.02,-99,19.46,26,CG,V,C,SuGOHI5
022904-061937,37.2687,-6.3271,0.189,-99,0.2,-99,-99,16.54,-99,GG,V,C,SuGOHI5
022911-055914,37.2985,-5.9873,-99,-99,0.36,-99,-99,21.36,-99,GG,V,C,SuGOHI5
022915-060902,37.315314,-6.150668,-99,-99,0.64,-99,-99,20.1,-99,GG,VY,B,SuGOHI6 Gavazzi et al. 2014
022930-033836,37.377084,-3.643468,0.669,-99,-99,-99,-99,19.01,22.55,GG,Y,C,SuGOHI1 DES
022935-012243,37.39922,-1.378643,0.659,-99,-99,-99,-99,19.03,23,GG,Y,C,SuGOHI2
022951-061746,37.4663,-6.2963,-99,-99,0.74,1.19,-99,20.79,24.94,CG,V,C,SuGOHI5
022952-061741,37.46898,-6.294809,-99,-99,0.69,-99,-99,20.42,-99,GG,V,C,SuGOHI6
023005-024315,37.5237,-2.7209,-99,-99,1.02,-99,-99,21.6,21.2,CG,V,C,SuGOHI5
023005-054059,37.52283,-5.683153,0.193,-99,-99,-99,-99,16.61,22.45,GG,Y,C,SuGOHI1
023007-051955,37.532982,-5.332098,0.661,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
023008-054038,37.536,-5.6773,0.498,-99,0.46,-99,-99,20.02,-99,CG,VK,A,SuGOHI5 More et al. 2016 More et al. 2016
023016-024444,37.570437,-2.74575,-99,-99,0.49,-99,-99,18.89,-99,GG,VY,C,SuGOHI6
023023-025304,37.598,-2.8846,-99,-99,0.46,1.27,-99,19.67,25.46,CG,V,C,SuGOHI5
023028-022021,37.618,-2.3392,-99,-99,0.33,0.65,-99,18.94,21.28,CG,V,C,SuGOHI5
023034-024153,37.643284,-2.698219,-99,-99,0.87,-99,-99,21.03,-99,GG,V,C,SuGOHI6
023038-015248,37.658881,-1.880259,-99,-99,0.4,-99,-99,18.82,-99,GG,V,B,SuGOHI6
023038-050012,37.662285,-5.003569,0.291,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
023044-014443,37.685167,-1.74537,-99,-99,0.63,-99,-99,19.51,-99,GG,V,C,SuGOHI6
023048-015903,37.7003,-1.9841,-99,-99,1.1,1.98,-99,21.25,25.39,CG,V,B,SuGOHI5 SuGOHI6
023051-020949,37.713477,-2.163688,-99,-99,0.55,-99,-99,19.03,-99,GG,V,C,SuGOHI6
023100-023020,37.752798,-2.505766,-99,-99,0.96,-99,-99,21.63,-99,GG,V,C,SuGOHI6
023100-062139,37.7516,-6.3608,-99,-99,1.17,-99,-99,21.59,22.32,CG,V,A,SuGOHI5
023102-044312,37.761606,-4.720033,-99,-99,-99,-99,1.16,-99,-99,GQ,C,C,SuGOHI4
023103-021050,37.764624,-2.180609,-99,-99,0.79,-99,-99,20,-99,GG,VY,C,SuGOHI6
023103-071609,37.7666,-7.2691,0.187,-99,0.11,-99,-99,16.48,-99,CG,V,C,SuGOHI5
023122-052310,37.844387,-5.386288,-99,-99,0.8,-99,-99,20.62,-99,GG,V,C,SuGOHI6
023130+025245,37.8766,2.8793,-99,-99,0.26,-99,-99,-99,-99,CG,V,C,SuGOHI5
023133-042501,37.889964,-4.417107,-99,-99,0.92,-99,-99,21.68,-99,GG,V,B,SuGOHI6
023135-013749,37.896106,-1.630361,-99,-99,0.64,-99,-99,19.94,-99,GG,V,C,SuGOHI6
023135-025322,37.897002,-2.889544,0.551,-99,-99,-99,-99,19.3,23.2,GG,YC,C,SuGOHI1
023135-030152,37.896905,-3.031345,0.261,-99,-99,-99,-99,17.57,20.66,GG,Y,C,SuGOHI1
023141-045257,37.9215,-4.8826,0.185,-99,0.19,1.65,-99,16.67,26.99,CG,V,C,SuGOHI5
023143-030208,37.932564,-3.035768,-99,-99,0.92,-99,-99,21.56,-99,GG,V,C,SuGOHI6
023146-021221,37.9442,-2.2058,-99,-99,0.62,2.21,-99,19.5,22.67,GG,V,C,SuGOHI5
023149-031021,37.954231,-3.172648,-99,-99,0.53,-99,-99,19.3,-99,GG,V,C,SuGOHI6
023150-020509,37.9617,-2.0858,-99,-99,0.79,2.86,-99,19.9,23.46,CG,V,B,SuGOHI5 SuGOHI6
023152-024141,37.967778,-2.694951,-99,-99,0.85,-99,-99,20.61,-99,GG,V,C,SuGOHI6
023152-055233,37.96712,-5.875864,0.606,-99,-99,-99,-99,-99,-99,GG,C,C,SuGOHI1
023158-031935,37.994267,-3.326585,0.274,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
023159-031949,37.996383,-3.330325,0.561,-99,-99,-99,-99,19.15,21.55,GG,Y,C,SuGOHI1
023217-021703,38.072379,-2.284367,0.508,-99,-99,-99,-99,19.37,22.78,GG,YC,A,SuGOHI1
023218-012103,38.077062,-1.351091,0.392,-99,-99,-99,-99,18.4,22.47,GG,Y,C,SuGOHI2
023249-032326,38.2077,-3.3905,0.45,-99,0.46,1.96,-99,18.37,20.96,CG,VY,A,SuGOHI5 DES DECaLS CASSOWARY SuGOHI6
023257-051515,38.239079,-5.254356,-99,-99,0.73,-99,-99,20.27,-99,GG,V,C,SuGOHI6
023302-044224,38.262455,-4.706827,0.628,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
023303-022104,38.265981,-2.351279,-99,-99,0.72,-99,-99,19.89,-99,GG,V,C,SuGOHI6
023303-023131,38.264096,-2.525439,-99,-99,0.93,-99,-99,21.4,-99,GG,V,C,SuGOHI6
023305-022836,38.2732,-2.4766,0.572,-99,0.61,2.17,-99,19.45,24.71,CG,VY,A,SuGOHI5 SuGOHI6
023307-043838,38.279446,-4.643959,0.671,1.869,-99,-99,1.77,19.41,-99,CG,KC,A,SL2S DES More et al. 2012 Gavazzi et al. 2014 SuGOHI3 SuGOHI4 More et al. 2016
023308-053923,38.2855,-5.6564,-99,-99,0.35,-99,-99,19.42,-99,GG,V,C,SuGOHI5
023314-024352,38.311994,-2.731247,-99,-99,0.7,-99,-99,20.54,-99,GG,VY,C,SuGOHI6
023322-020530,38.3443,-2.0918,-99,-99,0.49,-99,-99,19.95,-99,GG,VY,A,SuGOHI5 SuGOHI6
023325-053103,38.35451,-5.517666,-99,-99,0.52,-99,-99,19.29,-99,GG,VY,C,SuGOHI6 Gavazzi et al. 2014
023325-053104,38.35475,-5.517924,0.437,-99,-99,-99,-99,18.94,21.03,GG,Y,C,SuGOHI1 Gavazzi et al. 2014
023326-022826,38.361785,-2.47396,-99,-99,0.58,-99,-99,19.7,-99,GG,VY,C,SuGOHI6
023331-032801,38.3831,-3.467,-99,-99,1.12,1.45,-99,21.27,25.49,CG,VY,B,SuGOHI5 SuGOHI6
023336-054535,38.4039,-5.7598,-99,-99,0.36,-99,-99,19.88,20.04,GG,V,C,SuGOHI5
023339-053048,38.4162,-5.5134,-99,-99,0.39,-99,-99,19,-99,CG,V,C,SuGOHI5
023352-030437,38.467922,-3.076957,-99,-99,0.88,-99,-99,21.43,-99,GG,VY,C,SuGOHI6
023408-035841,38.534852,-3.978332,0.453,-99,-99,-99,-99,18.76,22.15,GG,Y,C,SuGOHI1
023419-031953,38.58277,-3.331612,0.506,-99,-99,-99,-99,19.4,22.7,GG,Y,C,SuGOHI1
023444-033540,38.684205,-3.594539,-99,-99,0.75,-99,-99,20.12,-99,GG,V,C,SuGOHI6
023447-041241,38.698775,-4.211573,0.451,-99,-99,-99,-99,18.65,23.84,GG,Y,C,SuGOHI1
023448-034905,38.701829,-3.818137,-99,-99,0.46,-99,-99,19.11,-99,GG,V,C,SuGOHI6
023448-051128,38.700696,-5.191236,0.566,-99,-99,-99,-99,19.72,22.96,GG,Y,C,SuGOHI1
023512-032149,38.8021,-3.3638,0.581,-99,0.59,1.03,-99,18.97,20.86,CG,V,C,SuGOHI5
023514-041854,38.812003,-4.31523,-99,-99,0.43,-99,-99,19.31,-99,GG,VY,C,SuGOHI6
023538-063406,38.909245,-6.568352,0.181,-99,-99,-99,-99,16.55,21.67,CG,YV,B,SuGOHI1 SuGOHI5
023540-040158,38.919279,-4.032817,-99,-99,0.35,-99,-99,18.16,-99,GG,V,C,SuGOHI6
023624-042747,39.102222,-4.46306,-99,-99,1.12,-99,-99,21.36,-99,GG,V,C,SuGOHI6
023629-060449,39.121627,-6.0804,-99,-99,0.91,-99,-99,20.01,-99,GG,V,B,SuGOHI6
023637-033220,39.155415,-3.538899,0.27,-99,-99,-99,-99,17.4,21.93,CG,YV,A,SuGOHI1 SuGOHI5
023655-023656,39.230297,-2.615557,0.562,-99,-99,-99,-99,18.83,21.78,GG,Y,B,SuGOHI1
023707-023537,39.281615,-2.593682,0.607,-99,-99,-99,-99,18.96,23.38,GG,YV,C,SuGOHI1 SuGOHI6
023713-064426,39.3079,-6.7406,-99,-99,0.69,-99,-99,19.47,-99,GG,V,C,SuGOHI5
023722-063732,39.3449,-6.6257,-99,-99,0.47,1.31,-99,20.02,23.92,CG,V,C,SuGOHI5
023722-063732,39.345192,-6.625609,-99,-99,0.4,-99,-99,18.94,-99,GG,VY,C,SuGOHI6
023733-051015,39.390842,-5.171043,0.451,-99,-99,-99,-99,18.64,21.61,GG,Y,C,SuGOHI1
023740-030446,39.420295,-3.079663,-99,-99,0.55,-99,-99,19.86,-99,GG,V,C,SuGOHI6
023742-052731,39.426282,-5.458872,-99,-99,0.53,-99,-99,19.55,-99,GG,V,C,SuGOHI6
023742-052732,39.425437,-5.458917,-99,-99,0.52,-99,-99,19.72,-99,GG,V,C,SuGOHI6
023744-052423,39.434775,-5.406537,0.356,-99,-99,-99,-99,17.82,23.72,GG,YC,C,SuGOHI1
023747-052804,39.449463,-5.467803,0.371,-99,-99,-99,-99,18.05,21.43,CG,YV,C,SuGOHI1 SuGOHI5
023759-030657,39.498033,-3.116105,0.476,-99,-99,-99,-99,19.39,24.22,GG,Y,C,SuGOHI2
023817-054555,39.574024,-5.765422,0.599,1.763,-99,-99,0.93,19.13,21.77,GQ,YC,A,SuGOHI1 SuGOHI3 SuGOHI4
023820-024258,39.5868,-2.7163,0.282,-99,0.28,-99,-99,17.47,-99,CG,V,C,SuGOHI5
023823-034811,39.5987,-3.8031,0.322,-99,0.29,1.51,-99,17.95,27.22,CG,V,B,SuGOHI5
023829-062542,39.622616,-6.42858,0.487,-99,-99,-99,-99,18.46,22.1,GG,YV,C,SuGOHI1 SuGOHI6
023832-044226,39.634793,-4.707446,-99,-99,0.76,-99,-99,19.91,-99,GG,V,C,SuGOHI6
023832-045600,39.635769,-4.933535,-99,-99,0.4,-99,-99,18.73,-99,GG,V,C,SuGOHI6
023834-054939,39.641733,-5.827643,-99,-99,0.27,-99,-99,18.16,-99,GG,V,C,SuGOHI6
023843-053738,39.6814,-5.6273,0.358,-99,0.34,0.6,-99,18.35,19.5,GG,V,C,SuGOHI5
023929-041923,39.870961,-4.323193,0.592,-99,-99,-99,-99,19.2,21.91,GG,Y,C,SuGOHI2
023938-035617,39.910652,-3.9383,0.601,-99,-99,-99,-99,19.5,22.24,GG,Y,C,SuGOHI2
023941-043741,39.9235,-4.6282,-99,-99,0.31,-99,-99,18.95,-99,GG,V,C,SuGOHI5
023942-012747,39.9261,-1.4631,-99,-99,0.35,-99,-99,-99,-99,CG,V,B,SuGOHI5 DECaLS
023953-013456,39.9713,-1.5822,0.373,-99,0.37,-99,-99,-99,-99,CG,V,A,SuGOHI5 DES
083155+020442,127.980164,2.078417,0.496,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
083311+024513,128.29832,2.753662,0.545,-99,-99,-99,-99,18.36,21.69,GG,YV,B,SuGOHI1 SuGOHI6
083338+033535,128.4087,3.5932,0.495,-99,0.57,1.16,-99,18.87,22.24,CG,V,C,SuGOHI5
083409-001653,128.540416,-0.281613,-99,-99,-99,-99,1.4,-99,-99,GQ,C,C,SuGOHI4 LinKS
083445+032047,128.6903,3.3466,-99,-99,0.5,-99,-99,19.32,-99,CG,V,C,SuGOHI5
083531+035244,128.8815,3.8789,0.561,-99,0.56,1.52,-99,18.95,23.79,CG,V,C,SuGOHI5
083538+022504,128.909807,2.41786,-99,-99,0.94,-99,-99,nan,-99,GG,V,C,SuGOHI6
083654+010152,129.225487,1.031237,0.568,-99,-99,-99,-99,19.18,21.43,GG,Y,C,SuGOHI1
083701+004329,129.257934,0.724969,-99,-99,0.93,-99,-99,19.89,-99,GG,V,C,SuGOHI6
083705-000441,129.271862,-0.078283,0.166,-99,-99,-99,-99,-99,-99,GG,C,C,SuGOHI1
083726+015639,129.3591,1.944295,0.395,-99,-99,-99,-99,17.75,21.97,CG,YV,B,SuGOHI1 LinKS SuGOHI5
083745+012302,129.4399,1.384,-99,-99,0.2,-99,-99,16.77,-99,CG,V,C,SuGOHI5
083745+012748,129.43995,1.463351,0.555,-99,-99,-99,-99,19.07,23.5,GG,YCV,C,SuGOHI1 SuGOHI6
083818+005853,129.5751,0.9816,-99,-99,0.39,1.09,-99,19.19,22.17,CG,V,C,SuGOHI5
083856+020851,129.7372,2.1475,0.36,-99,0.36,2.42,-99,18.91,22.34,CG,V,B,SuGOHI5
083859+022859,129.7477,2.4832,0.359,-99,0.37,1,-99,17.42,22.47,CG,V,C,SuGOHI5 LinKS
083901+023610,129.756184,2.603021,-99,-99,0.61,-99,-99,19.5,-99,GG,VY,C,SuGOHI6
083903-011503,129.7663,-1.2509,-99,-99,0.53,1.65,-99,22.1,19.92,CG,V,C,SuGOHI5
083906-000000,129.777413,-0.000032,-99,-99,-99,-99,1.84,-99,-99,GQ,C,C,SuGOHI4
083909+014214,129.791664,1.703941,-99,-99,0.75,-99,-99,19.67,-99,GG,VY,C,SuGOHI6
083930+021024,129.8766,2.1735,-99,-99,0.67,0.98,-99,20.24,21.26,GG,VY,B,SuGOHI5 SuGOHI6
083933-014044,129.889,-1.679,-99,-99,0.28,0.61,-99,17.58,18.13,CG,V,A,SuGOHI5
083938+000603,129.9097,0.1008,0.271,-99,0.28,1.43,-99,18.01,26.71,CG,V,C,SuGOHI5
083939+022832,129.9138,2.4758,0.431,-99,0.42,0.92,-99,18.5,19.31,CG,VY,B,SuGOHI5 SuGOHI6
083943+004740,129.9293,0.794665,0.621,-99,-99,-99,1.39,-99,-99,GQ,C,B,SuGOHI1
083956+020632,129.985209,2.109015,0.359,-99,-99,-99,-99,18.26,21.94,GG,Y,C,SuGOHI1
084002-002730,130.0109,-0.4585,0.269,-99,0.28,1.43,-99,17.77,25.62,CG,V,C,SuGOHI5 LinKS
084023+014201,130.0968,1.7004,-99,-99,0.92,2.18,-99,21.2,23.85,CG,V,C,SuGOHI5
084040-003003,130.168696,-0.500879,-99,-99,0.69,-99,-99,20.34,-99,GG,VY,C,SuGOHI6
084059+013549,130.2474,1.5971,0.55,-99,0.56,1.62,-99,19.54,25.99,CG,V,B,SuGOHI5
084102+004417,130.259233,0.738256,-99,-99,0.37,-99,-99,18.76,-99,GG,V,C,SuGOHI6
084106+014344,130.276276,1.729114,0.36,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
084108+013345,130.2837,1.5626,-99,-99,0.85,1.21,-99,22.19,21.76,CG,V,C,SuGOHI5
084109+012947,130.28903,1.496559,-99,-99,0.73,-99,-99,20.24,-99,GG,V,C,SuGOHI6
084112+002737,130.3019,0.4605,-99,-99,0.45,1,-99,19.11,25.12,CG,V,C,SuGOHI5 SuGOHI6
084118-004212,130.327286,-0.703451,-99,-99,-99,-99,0.68,-99,-99,GQ,C,C,SuGOHI4
084129+002650,130.3737,0.4473,-99,-99,0.37,-99,-99,20.32,-99,GG,V,C,SuGOHI5
084148-010000,130.450137,-1.000221,-99,-99,0.45,-99,-99,19.48,-99,GG,VY,C,SuGOHI6
084201-002338,130.504801,-0.394101,-99,-99,0.41,-99,-99,18.5,-99,GG,V,C,SuGOHI6
084211+013835,130.546459,1.643238,-99,-99,0.28,-99,-99,17.69,-99,GG,VY,B,SuGOHI6 LinKS
084221+013826,130.5911,1.6406,0.42,-99,0.39,1.51,-99,18.31,24.59,CG,V,C,SuGOHI5
084224+005834,130.602226,0.976143,-99,-99,0.93,-99,-99,21.83,-99,GG,VY,C,SuGOHI6
084245-000819,130.688365,-0.13888,-99,-99,0.34,-99,-99,18.43,-99,GG,VY,C,SuGOHI6
084247+014148,130.699055,1.69674,0.702,-99,-99,-99,-99,19.25,23.32,GG,Y,C,SuGOHI1
084315+003737,130.813827,0.627024,-99,-99,-99,-99,0.72,-99,-99,GQ,C,C,SuGOHI4
084318+031027,130.826844,3.174195,-99,-99,0.69,-99,-99,19.84,-99,GG,V,C,SuGOHI6
084353+002229,130.972138,0.374985,-99,-99,0.44,-99,-99,18.91,-99,GG,V,C,SuGOHI6
084357+003702,130.9902,0.6173,0.28,-99,0.29,0.54,-99,17.66,18.78,CG,V,C,SuGOHI5 LinKS
084427-001059,131.1133,-0.1831,-99,-99,0.37,1.13,-99,18.43,19.88,CG,V,B,SuGOHI5
084445+013823,131.187701,1.63982,0.349,-99,-99,-99,-99,18.5,21.12,GG,Y,C,SuGOHI1
084449+010002,131.2043,1.0006,0.295,-99,0.36,1.61,-99,18.75,20.81,CG,V,C,SuGOHI5 LinKS
084520-005456,131.3339,-0.9156,-99,-99,0.41,1.66,-99,18.28,22.67,CG,V,A,SuGOHI5 LinKS SuGOHI6
084521+011325,131.337553,1.223804,0.709,-99,-99,-99,-99,19.41,22.07,GG,Y,C,SuGOHI1
084526+010847,131.358475,1.146529,-99,-99,0.21,-99,-99,17.13,-99,GG,VY,C,SuGOHI6
084534+024028,131.392267,2.674453,0.551,-99,-99,-99,-99,19.11,21.83,GG,Y,C,SuGOHI1
084536-000456,131.400248,-0.082462,-99,-99,0.81,-99,-99,19.87,-99,GG,VY,B,SuGOHI6
084547-002402,131.4467,-0.4007,0.557,-99,0.56,0.82,-99,19.62,23.9,CG,V,C,SuGOHI5
084619+004454,131.581802,0.748478,-99,-99,0.76,-99,-99,19.92,-99,GG,VY,C,SuGOHI6
084632-015416,131.6358,-1.9047,-99,-99,1.03,1.83,-99,20.15,22.46,CG,V,B,SuGOHI5
084638-014943,131.6624,-1.8286,-99,-99,0.43,1.66,-99,18.89,25.43,CG,V,C,SuGOHI5
084647+044604,131.6977,4.768,0.241,-99,0.23,-99,-99,-99,-99,CG,V,B,SuGOHI5 CASSOWARY
084700-003626,131.752944,-0.60745,-99,-99,1.15,-99,-99,19.88,-99,GG,VY,C,SuGOHI6
084729+013050,131.8716,1.5141,0.349,-99,0.37,0.89,-99,17.76,22.59,CG,V,C,SuGOHI5
084750+004210,131.96002,0.702954,0.507,-99,-99,-99,-99,19.33,23.1,GG,Y,C,SuGOHI1
084759+014850,131.997728,1.813953,-99,-99,0.66,-99,-99,19.99,-99,GG,VY,C,SuGOHI6
084827-004620,132.114014,-0.772468,0.465,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
084828+022227,132.116895,2.374328,0.375,-99,-99,-99,-99,18.25,22.25,GG,Y,C,SuGOHI1 LinKS
084843+012524,132.181048,1.423543,-99,-99,0.46,-99,-99,19.27,-99,GG,V,C,SuGOHI6
084857-000705,132.237684,-0.118213,-99,-99,0.74,-99,-99,20.3,-99,GG,VY,C,SuGOHI6
084905-013315,132.2728,-1.5542,-99,-99,0.33,0.58,-99,18.2,20.31,CG,V,C,SuGOHI5 LinKS
084913+024221,132.305712,2.705939,-99,-99,0.84,-99,-99,20.96,-99,GG,VY,C,SuGOHI6
084914+003001,132.309765,0.500405,-99,-99,0.78,-99,-99,20.1,-99,GG,V,C,SuGOHI6
084915-002421,132.314362,-0.405986,-99,-99,0.58,-99,-99,18.31,-99,GG,VY,C,SuGOHI6
084919-000848,132.3294,-0.1467,0.556,-99,0.58,-99,-99,19.15,20.73,CG,V,C,SuGOHI5
